Doctor,Patient,Intent,Session_ID,Timestamp,Accuracy1_rating,Accuracy1_reasoning,Relevance_rating,Relevance_reasoning,Accuracy2_rating,Accuracy2_reasoning,Accuracy3_rating,Accuracy3_reasoning,Accuracy_rating,Response_quality
What are your main complaints?,I have trouble eating sometimes and cough a lot. I feel like I have to chew my food for a long time and also sometimes have to keep swallowing to get food down. It doesn't always want to go down my throat.,main_complaint.describe_problem,Lilly771507,06/05/2024 03:40,1,The speech-language therapist's turn contains one major goal: asking for information (What are your main complaints?).,Yes,"The virtual patient's response is relevant to the therapist's question about their main complaints, as they provide specific details about their difficulties with eating and swallowing.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, explaining their complaints in a coherent manner.",Yes,"The virtual patient responded fully to the question by detailing their main complaints related to eating and swallowing, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
Do you have sensory disturbances?,I have been married to the love of my life for the past 51 years.,personal_social.partner,Lilly771507,06/05/2024 03:40,1,The speech-language therapist's turn contains one major goal: asking for information (Do you have sensory disturbances?).,No,"The virtual patient's response does not address the therapist's question about sensory disturbances; instead, they provide information about their marriage, which is irrelevant to the inquiry.",No,"The phrasing of the virtual patient's response does not make sense in light of the therapist's question, as it fails to provide relevant information regarding sensory disturbances.",No,"The virtual patient did not respond to the specific question about sensory disturbances; instead, they provided an unrelated statement about their marriage, which does not fulfill the therapist's inquiry.",No,4. Not relevant or accurate
What foods are easy to swallow?,"I mostly eat softer foods. I make it look like mush. I eat vegetables if they are cooked down, mashed up foods and some chicken and fish. Soup is on the menu quite a lot.",main_complaint.foods_easy_to_eat,Lilly771507,06/05/2024 03:41,1,The speech-language therapist's turn contains one major goal: asking for information (What foods are easy to swallow?).,Yes,"The virtual patient's response is relevant to the therapist's question about easy-to-swallow foods, as they provide specific examples of the types of foods they consume.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, explaining the types of foods that are easier for them to swallow.",Yes,"The virtual patient responded fully to the question by detailing the kinds of foods they find easy to swallow, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
Do you have control over your saliva?,"When I am really tired and my medicine is wearing off, I sometimes drool a little.  Never a lot of drool though.  It is embarrassing.",parkinsons.drooling,Lilly771507,06/05/2024 03:41,1,The speech-language therapist's turn contains one major goal: asking for information (Do you have control over your saliva?).,Yes,"The virtual patient's response is relevant to the therapist's question about saliva control, as they provide specific information about their experience with drooling.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, explaining the conditions under which they experience drooling.",Yes,"The virtual patient responded fully to the question by detailing their experience with saliva control, including the circumstances that lead to drooling, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
How does this affect your social life?,Oh I used to love a good party or gathering with friends.  My husband and I just have the best family and friends anyone could ask for. We don't go out quite as much as we used to. I tire easily and have these embarrassing coughing fits while I eat.,personal_social.social_life,Lilly771507,06/05/2024 03:41,1,The speech-language therapist's turn contains one major goal: asking for information (How does this affect your social life?).,Yes,"The virtual patient's response is relevant to the therapist's question about the impact on their social life, as they provide specific details about their past enjoyment of social gatherings and current limitations.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, explaining how their condition affects their ability to participate in social activities.",Yes,"The virtual patient responded fully to the question by detailing their previous social activities, current challenges, and feelings about their social life, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
Do you have discomfort in chest or throat/,"I am not in pain, but the swallowing became more difficult over time.",main_complaint.pain_swallowing,Lilly771507,06/05/2024 03:42,1,The speech-language therapist's turn contains one major goal: asking for information (Do you have discomfort in chest or throat?).,Yes,"The virtual patient's response is relevant to the therapist's question about discomfort, as they indicate that while they are not in pain, they acknowledge a change in swallowing difficulty.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, explaining their experience with swallowing difficulties.",No,"The virtual patient did not fully respond to the specific question about discomfort in the chest or throat; instead, they mentioned swallowing difficulties without addressing any discomfort directly.",No,2. Relevant but not accurate
are you dehydrated?,I have a few glasses of water everyday. I always have water with my meals too.,main_complaint.water,Lilly771507,06/05/2024 03:42,1,The speech-language therapist's turn contains one major goal: asking for information (Are you dehydrated?).,Yes,"The virtual patient's response is relevant to the therapist's question about dehydration, as they provide information about their water intake.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, indicating that they drink water regularly.",Yes,"The virtual patient responded fully to the question by detailing their water consumption habits, which aligns with the therapist's inquiry about hydration.",Yes,1. Relevant and accurate
do you have regular bowel movements?,My bowel movements haven't changed.,main_complaint.bowel_movement,Lilly771507,06/05/2024 03:43,1,The speech-language therapist's turn contains one major goal: asking for information (Do you have regular bowel movements?).,Yes,"The virtual patient's response is relevant to the therapist's question about bowel movements, as they provide information about the consistency of their bowel habits.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, indicating that their bowel movements have remained unchanged.",Yes,"The virtual patient responded fully to the question by stating that their bowel movements haven't changed, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
do you have a loss of appetite?,"I do get hungry but sometimes I just don't look forward to my meals or don't have the energy to eat. I sometimes dread eating because it takes so long and I cough a lot, so I don't look forward to meals like I used to.",main_complaint.appetite,Lilly771507,06/05/2024 03:43,1,The speech-language therapist's turn contains one major goal: asking for information (Do you have a loss of appetite?).,Yes,"The virtual patient's response is relevant to the therapist's question about appetite, as they provide specific information about their feelings towards meals and the challenges they face.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, explaining their mixed feelings about eating and the reasons behind it.",Yes,"The virtual patient responded fully to the question by detailing their experience with appetite loss, including their feelings about meals and the difficulties they encounter, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
have you had chest infections?,I had pneumonia a couple of months ago. I stayed in hospital for a week.,main_complaint.pneumonia,Lilly771507,06/05/2024 03:43,1,The speech-language therapist's turn contains one major goal: asking for information (Have you had chest infections?).,Yes,"The virtual patient's response is relevant to the therapist's question about chest infections, as they provide specific information about their recent experience with pneumonia.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, explaining their hospitalization due to pneumonia.",Yes,"The virtual patient responded fully to the question by detailing their recent chest infection (pneumonia) and the duration of their hospital stay, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
does this ever blokc your breathing,I breathe just fine.,main_complaint.breathing_problems,Lilly771507,06/05/2024 03:43,1,The speech-language therapist's turn contains one major goal: asking for information (Does this ever block your breathing?).,Yes,"The virtual patient's response is relevant to the therapist's question about breathing, as they indicate that they do not have any issues with breathing.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, confirming that their breathing is not affected.",Yes,"The virtual patient responded fully to the question by stating that they breathe just fine, which directly answers the therapist's inquiry about any breathing issues.",Yes,1. Relevant and accurate
can you open your jaw?,I can move my jaw.,parkinsons.jaw,Lilly771507,06/05/2024 03:44,1,The speech-language therapist's turn contains one major goal: asking for information (Can you open your jaw?).,Yes,"The virtual patient's response is relevant to the therapist's question about jaw movement, as they confirm their ability to move their jaw.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, indicating that they can indeed move their jaw.",Yes,"The virtual patient responded fully to the question by stating that they can move their jaw, which directly answers the therapist's inquiry about jaw mobility.",Yes,1. Relevant and accurate
can you move your tongue?,My tongue feels fine.,main_complaint.tongue_weakness,Lilly771507,06/05/2024 03:44,1,The speech-language therapist's turn contains one major goal: asking for information (Can you move your tongue?).,No,"The virtual patient's response does not directly address the therapist's question about the ability to move their tongue; instead, they only state that their tongue feels fine.",No,"The phrasing of the virtual patient's response does not make sense in light of the therapist's question, as it fails to confirm whether they can move their tongue.",No,"The virtual patient did not respond to the specific question about tongue movement; instead, they provided an unrelated statement about how their tongue feels, which does not fulfill the therapist's inquiry.",No,4. Not relevant or accurate
do you have supportive family?,My husband and family are very supportive. They never complain and help me so much. I'm so lucky to have them! I wish I wasn't such a burden to them.,personal_social.family_support,Lilly771507,06/05/2024 03:44,1,The speech-language therapist's turn contains one major goal: asking for information (Do you have supportive family?).,Yes,"The virtual patient's response is relevant to the therapist's question about family support, as they provide specific information about the support they receive from their husband and family.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, explaining the level of support they feel from their family.",Yes,"The virtual patient responded fully to the question by detailing their family's support and expressing their feelings about being a burden, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
does your swallowing get better with medication?,"If my medicine hasn't worn off, I don't have any problems with swallowing.  If I eat after my medicine has worn off, I have much more difficulty.",main_complaint.swallowing_after_medication,Lilly771507,06/05/2024 03:45,1,The speech-language therapist's turn contains one major goal: asking for information (Does your swallowing get better with medication?).,Yes,"The virtual patient's response is relevant to the therapist's question about the effect of medication on swallowing, as they provide specific information about their swallowing difficulties in relation to their medication timing.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, explaining how their swallowing ability is affected by the timing of their medication.",Yes,"The virtual patient responded fully to the question by detailing their experience with swallowing in relation to their medication, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
do you have dry mouth?,My mouth gets rather dry.,main_complaint.dry_mouth,Lilly771507,06/05/2024 03:45,1,The speech-language therapist's turn contains one major goal: asking for information (Do you have dry mouth?).,Yes,"The virtual patient's response is relevant to the therapist's question about dry mouth, as they confirm that their mouth gets dry.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, indicating that they experience dryness in their mouth.",Yes,"The virtual patient responded fully to the question by stating that their mouth gets rather dry, which directly answers the therapist's inquiry about dry mouth.",Yes,1. Relevant and accurate
do you get anxious to eat out?,"Lately we just eat at home. I used to love a good party or gathering with friends. It's much harder for me to get around, and I've had less energy and have these coughing fits while I eat. They are embarrassing, and I hate to cause a scene.",personal_social.eating_out,Lilly771507,06/05/2024 03:46,1,The speech-language therapist's turn contains one major goal: asking for information (Do you get anxious to eat out?).,Yes,"The virtual patient's response is relevant to the therapist's question about anxiety related to eating out, as they provide context about their current eating habits and the challenges they face.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, explaining their feelings about eating out and the difficulties they encounter.",Yes,"The virtual patient responded fully to the question by detailing their experiences and feelings about eating out, including their embarrassment and the impact of their condition, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
have you aspirated?,"Sorry, I'm not sure. Can you explain this more?",medical_jargon,Lilly771507,06/05/2024 03:46,1,The speech-language therapist's turn contains one major goal: asking for information (Have you aspirated?).,No,"The virtual patient's response does not directly address the therapist's question about aspiration; instead, they express uncertainty and ask for clarification.",No,"The phrasing of the virtual patient's response does not make sense in light of the therapist's question, as it fails to provide relevant information regarding their experience with aspiration.",No,"The virtual patient did not respond to the specific question about aspiration; instead, they requested further explanation, which does not fulfill the therapist's inquiry.",No,4. Not relevant or accurate
How does parkinsons affect you?,"I understand that people with Parkinson's can be worse off but it's hard for me to cope with how helpless I've become. It's hard for me to be dependent on others for everything. At least if I don't have this swallowing problem, I can eat out more and give my husband a couple of days rest from cooking and taking care of me. Can I get back to eating normally?",parkinsons.coping,Lilly771507,06/05/2024 03:49,1,The speech-language therapist's turn contains one major goal: asking for information (How does Parkinson's affect you?).,Yes,"The virtual patient's response is relevant to the therapist's question about the effects of Parkinson's, as they provide personal insights into their feelings of helplessness and dependence.",Yes,"The phrasing of the virtual patient's response is coherent and directly addresses the therapist's question, explaining how Parkinson's affects their daily life and emotional well-being.",Yes,"The virtual patient responded fully to the question by detailing their struggles with dependence and their desire to return to normal eating, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
Have you tried to modify your diet?,"I mostly eat softer foods. I make it look like mush. I eat vegetables if they are cooked down, mashed up foods and some chicken and fish. Soup is on the menu quite a lot.",main_complaint.foods_easy_to_eat,Lilly771507,06/05/2024 03:49,1,The speech-language therapist's turn contains one major goal: asking for information (Have you tried to modify your diet?).,Yes,"The virtual patient's response is relevant to the therapist's question about dietary modifications, as they provide specific examples of the types of foods they eat and how they prepare them.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, explaining their dietary choices and modifications.",Yes,"The virtual patient responded fully to the question by detailing their modified diet, including the types of foods they consume and their preparation methods, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
Have your children noticed a difference?,I don't think anything changed apart from my swallowing.,parkinsons.symptoms_change,Lilly771507,06/05/2024 03:49,1,The speech-language therapist's turn contains one major goal: asking for information (Have your children noticed a difference?).,No,"The virtual patient's response does not directly address the therapist's question about whether their children have noticed any differences; instead, they only mention their own perception of change.",No,"The phrasing of the virtual patient's response does not make sense in light of the therapist's question, as it fails to provide relevant information regarding their children's observations.",No,"The virtual patient did not respond to the specific question about their children's observations; instead, they provided an incomplete response that does not fulfill the therapist's inquiry.",No,4. Not relevant or accurate
Can you feed yourself?,Thankfully I eat all of my food!,main_complaint.tube_fed,Lilly771507,06/05/2024 03:50,1,The speech-language therapist's turn contains one major goal: asking for information (Can you feed yourself?).,Yes,"The virtual patient's response is relevant to the therapist's question about self-feeding, as they indicate that they are able to eat all of their food.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, confirming their ability to feed themselves.",Yes,"The virtual patient responded fully to the question by stating that they eat all of their food, which directly answers the therapist's inquiry about their ability to feed themselves.",Yes,1. Relevant and accurate
Do you need help to eat?,Thankfully I eat all of my food!,main_complaint.tube_fed,Lilly771507,06/05/2024 03:50,1,The speech-language therapist's turn contains one major goal: asking for information (Do you need help to eat?).,No,"The virtual patient's response does not directly address the therapist's question about needing help to eat; instead, they only state that they eat all of their food.",No,"The phrasing of the virtual patient's response does not make sense in light of the therapist's question, as it fails to confirm whether they need assistance while eating.",No,"The virtual patient did not respond to the specific question about needing help to eat; instead, they provided an unrelated statement about eating all of their food, which does not fulfill the therapist's inquiry.",No,4. Not relevant or accurate
Do you go out with friends?,"Lately we just eat at home. I used to love a good party or gathering with friends. It's much harder for me to get around, and I've had less energy and have these coughing fits while I eat. They are embarrassing, and I hate to cause a scene.",personal_social.eating_out,Lilly771507,06/05/2024 03:50,1,The speech-language therapist's turn contains one major goal: asking for information (Do you go out with friends?).,Yes,"The virtual patient's response is relevant to the therapist's question about going out with friends, as they provide context about their current situation and past enjoyment of social gatherings.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, explaining the reasons for their reduced social outings.",Yes,"The virtual patient responded fully to the question by detailing their current social habits, past enjoyment of gatherings, and the challenges they face, which aligns with the therapist's inquiry.",Yes,1. Relevant and accurate
Do you know anyone else with Parkinsons?,No one else in my family has Parkinson's.,parkinsons.family_history,Lilly771507,06/05/2024 03:50,1,The speech-language therapist's turn contains one major goal: asking for information (Do you know anyone else with Parkinson's?).,No,"The virtual patient's response does not directly address the therapist's question about knowing anyone else with Parkinson's; instead, they only mention that no one in their family has the condition.",No,"The phrasing of the virtual patient's response does not make sense in light of the therapist's question, as it fails to provide relevant information regarding their acquaintances with Parkinson's.",No,"The virtual patient did not respond to the specific question about knowing others with Parkinson's; instead, they provided an incomplete response that does not fulfill the therapist's inquiry.",No,4. Not relevant or accurate
do you have depression?,I often feel like I'm a huge burden to my family. I miss my old life. It's very depressing. I guess it could always be worse..,personal_social.depression,Lilly771507,06/05/2024 03:51,1,The speech-language therapist's turn contains one major goal: asking for information (Do you have depression?).,Yes,"The virtual patient's response is relevant to the therapist's question about depression, as they express feelings of being a burden and missing their old life, which indicates depressive feelings.",Yes,"The phrasing of the virtual patient's response is coherent and directly addresses the therapist's question, explaining their emotional state and feelings of depression.",Yes,"The virtual patient responded fully to the question by detailing their feelings of burden and depression, which aligns with the therapist's inquiry about their mental health.",Yes,1. Relevant and accurate
have you done speech therapy?,I haven't done speech therapy before.,parkinsons.speech_therapy,Lilly771507,06/05/2024 03:52,1,The speech-language therapist's turn contains one major goal: asking for information (Have you done speech therapy?).,Yes,"The virtual patient's response is relevant to the therapist's question about their experience with speech therapy, as they directly answer that they have not participated in it.",Yes,"The phrasing of the virtual patient's response is clear and directly addresses the therapist's question, confirming that they have not done speech therapy.",Yes,"The virtual patient responded fully to the question by stating that they haven't done speech therapy before, which directly answers the therapist's inquiry.",Yes,1. Relevant and accurate
